1810.00000,65.53380
3040.00000,75.30165
4250.00000,83.77950
5470.00000,90.80701
6680.00000,95.95695
7890.00000,99.06477
9100.00000,99.99237
10350.00000,98.61823
11560.00000,95.09102
12780.00000,89.50675
13990.00000,82.20476
15200.00000,73.47172
16430.00000,63.52778
17650.00000,53.04986
18860.00000,42.52046
20090.00000,32.16026
21320.00000,22.61911
22530.00000,14.45757
23750.00000,7.82842
24960.00000,3.13451
26170.00000,0.52310
27390.00000,0.11609
28600.00000,1.93820
29810.00000,5.89597
31020.00000,11.81353
32260.00000,19.63515
33530.00000,29.10944
34740.00000,39.09410
35950.00000,49.56321
37190.00000,60.30795
38400.00000,70.33311
39610.00000,79.45509
40820.00000,87.26870
42030.00000,93.42690
43250.00000,97.68246
44460.00000,99.77687
45670.00000,99.66026
46900.00000,97.28134
48120.00000,92.77773
49330.00000,86.40248
50550.00000,78.33842
51760.00000,69.07549
52980.00000,58.87938
54200.00000,48.28234
55430.00000,37.67832
56640.00000,27.79597
57850.00000,18.89985
59130.00000,11.00009
60340.00000,5.30859
61550.00000,1.60219
62760.00000,0.04555
63970.00000,0.70781
65210.00000,3.65868
66420.00000,8.62500
67630.00000,15.43057
68840.00000,23.77282
70100.00000,33.69276
71310.00000,43.96518
72530.00000,54.59272
73750.00000,65.01269
74990.00000,74.90580
76220.00000,83.57185
77430.00000,90.59436
78660.00000,95.88193
79880.00000,99.04536
81100.00000,99.99255
82310.00000,98.70056
83540.00000,95.16914
84750.00000,89.66965
85960.00000,82.40675
87170.00000,73.70332
88380.00000,63.94623
89590.00000,53.56915
90800.00000,43.03342
92010.00000,32.80741
93220.00000,23.34565
94430.00000,15.06873
95650.00000,8.29633
96860.00000,3.44020
98070.00000,0.65374
99280.00000,0.06086
100510.00000,1.73317
101780.00000,5.78418
102990.00000,11.66137
104220.00000,19.38064
105430.00000,28.34861
106640.00000,38.27928
107880.00000,48.99252
109100.00000,59.58163
110340.00000,69.89801
111550.00000,79.07298
112760.00000,86.95560
113970.00000,93.19550
115190.00000,97.54230
116400.00000,99.73186
117640.00000,99.68192
118880.00000,97.31303
120090.00000,92.87117
121320.00000,86.40417
122530.00000,78.40892
123740.00000,69.15090
124950.00000,59.04168
126160.00000,48.53025
127390.00000,37.91492
128630.00000,27.78019
129850.00000,18.82097
131060.00000,11.32378
132270.00000,5.54322
133490.00000,1.71319
134710.00000,0.06179
135920.00000,0.64942
137130.00000,3.42751
138350.00000,8.32080
139570.00000,15.09452
140790.00000,23.44316
142000.00000,32.90817
143220.00000,43.21816
144430.00000,53.74703
145640.00000,64.10969
146850.00000,73.84609
148070.00000,82.59023
149290.00000,89.86395
150510.00000,95.33912
151720.00000,98.74928
152940.00000,99.99680
154150.00000,99.00588
155360.00000,95.83989
156600.00000,90.48625
157810.00000,83.44085
159030.00000,74.83549
160240.00000,65.19258
161450.00000,54.87553
162660.00000,44.34188
163870.00000,34.05956
165110.00000,24.26004
166320.00000,15.85071
167530.00000,8.95710
168740.00000,3.88518
169950.00000,0.86007
171160.00000,0.01603
172380.00000,1.41102
173590.00000,4.96031
174820.00000,10.61599
176050.00000,18.07765
177290.00000,27.08072
178500.00000,36.89938
179720.00000,47.38638
180950.00000,58.07751
182160.00000,68.23593
183370.00000,77.58485
184580.00000,85.70959
185790.00000,92.24922
187010.00000,96.94379
188230.00000,99.52028
189440.00000,99.86888
190650.00000,98.00407
191870.00000,93.96712
193100.00000,87.88957
194330.00000,80.07446
195560.00000,70.88018
196770.00000,60.89875
198030.00000,49.99739
199300.00000,39.01110
200530.00000,28.87759
201740.00000,19.85163
202980.00000,11.99339
204190.00000,6.03040
205400.00000,2.01896
206610.00000,0.13713
207820.00000,0.46847
209040.00000,3.02806
210250.00000,7.66048
211460.00000,14.17212
212670.00000,22.27410
213900.00000,31.76893
215110.00000,41.92754
216320.00000,52.44463
217530.00000,62.85303
218780.00000,73.00143
219990.00000,81.79193
221200.00000,89.17149
222420.00000,94.85081
223630.00000,98.48558
224840.00000,99.96817
226080.00000,99.18663
227300.00000,96.17999
228530.00000,91.03997
229780.00000,83.88980
230990.00000,75.43584
232210.00000,65.77025
233430.00000,55.39294
234640.00000,44.85881
235860.00000,34.47055
237070.00000,24.85790
238330.00000,16.03989
239550.00000,9.05507
240780.00000,3.88398
241990.00000,0.85951
243210.00000,0.01840
244420.00000,1.41178
245630.00000,4.96179
246840.00000,10.51074
248050.00000,17.81224
249290.00000,26.77408
250500.00000,36.56595
251710.00000,46.95427
252940.00000,57.65010
254150.00000,67.83217
255360.00000,77.22293
256570.00000,85.40996
257780.00000,92.02853
258990.00000,96.77591
260200.00000,99.44093
261410.00000,99.90482
262620.00000,98.14695
263840.00000,94.20481
265060.00000,88.26225
266270.00000,80.65689
267480.00000,71.68697
268700.00000,61.66647
269910.00000,51.20513
271120.00000,40.69051
272350.00000,30.42927
273580.00000,21.06840
274790.00000,13.15606
276020.00000,6.79571
277230.00000,2.47690
278440.00000,0.27373
279660.00000,0.29374
280870.00000,2.53578
282080.00000,6.89081
283290.00000,13.16514
284500.00000,21.07951
285710.00000,30.28113
286920.00000,40.36079
288170.00000,51.21875
289420.00000,62.01900
290630.00000,71.93504
291860.00000,81.01144
293100.00000,88.71687
294310.00000,94.49338
295520.00000,98.28922
296740.00000,99.93947
297950.00000,99.34388
299160.00000,96.55142
300370.00000,91.68663
301580.00000,84.96587
302830.00000,76.39244
304050.00000,66.81226
305280.00000,56.38440
306500.00000,45.75027
307710.00000,35.39181
308920.00000,25.68387
310140.00000,16.99249
311360.00000,9.79520
312600.00000,4.34576
313840.00000,1.03050
315100.00000,0.00701
316310.00000,1.29558
317520.00000,4.75239
318730.00000,10.22368
319950.00000,17.53234
321160.00000,26.23320
322380.00000,36.07618
323590.00000,46.46198
324800.00000,57.00565
326010.00000,67.23724
327220.00000,76.70127
328430.00000,84.97687
329640.00000,91.69502
330850.00000,96.55704
332060.00000,99.34631
333270.00000,99.93872
334530.00000,98.19331
335750.00000,94.28545
336960.00000,88.42928
338170.00000,80.86239
339380.00000,71.92120
340590.00000,62.00442
341800.00000,51.55302
343010.00000,41.03230
344220.00000,30.91118
345440.00000,21.56782
346660.00000,13.51132
347870.00000,7.15086
349080.00000,2.69825
350300.00000,0.34116
351540.00000,0.24854
352770.00000,2.45446
353990.00000,6.80347
355200.00000,13.04829
356410.00000,20.93831
357620.00000,30.12233
358830.00000,40.19097
360050.00000,50.78383
361260.00000,61.25594
362470.00000,71.22729
363680.00000,80.25327
364920.00000,88.10274
366150.00000,94.13014
367360.00000,98.07979
368580.00000,99.89474
369800.00000,99.45164
371040.00000,96.70855
372250.00000,91.92524
373460.00000,85.27562
374670.00000,77.05525
375880.00000,67.63069
377090.00000,57.42124
378300.00000,46.88140
379510.00000,36.48004
380730.00000,26.60337
381940.00000,17.85273
383180.00000,10.37265
384400.00000,4.81981
385610.00000,1.33154
386830.00000,0.00825
388060.00000,0.96440
389300.00000,4.21121
390520.00000,9.49566
391740.00000,16.61312
392970.00000,25.31743
394180.00000,34.99067
395420.00000,45.59315
396630.00000,56.14126
397840.00000,66.41633
399070.00000,76.10902
400280.00000,84.47508
401490.00000,91.30626
402710.00000,96.33118
403930.00000,99.25945
405150.00000,99.95837
406370.00000,98.39642
407590.00000,94.64432
408810.00000,88.87160
410030.00000,81.33964
411260.00000,72.31151
412480.00000,62.34142
413710.00000,51.72586
414920.00000,41.20248
416130.00000,31.07113
417340.00000,21.78215
418550.00000,13.74975
419760.00000,7.33115
420970.00000,2.81199
422180.00000,0.39376
423400.00000,0.19154
424610.00000,2.21763
425820.00000,6.37111
427030.00000,12.46677
428240.00000,20.23336
429450.00000,29.32546
430660.00000,39.33766
431870.00000,49.82492
433080.00000,60.31959
434300.00000,70.43496
435510.00000,79.55476
436720.00000,87.35883
437950.00000,93.58579
439210.00000,97.88379
440420.00000,99.83774
441650.00000,99.54978
442860.00000,97.04218
444080.00000,92.39388
445310.00000,85.76618
446520.00000,77.63881
447730.00000,68.28125
448950.00000,58.02325
450170.00000,47.40252
451400.00000,36.81506
452610.00000,26.98869
453820.00000,18.18711
455030.00000,10.80157
456240.00000,5.16138
457460.00000,1.49606
458670.00000,0.02863
459880.00000,0.78596
461090.00000,3.73437
462300.00000,8.74239
463520.00000,15.65085
464790.00000,24.48822
466020.00000,34.24430
467230.00000,44.55177
468460.00000,55.27518
469670.00000,65.59042
470880.00000,75.21120
472090.00000,83.70963
473300.00000,90.70757
474520.00000,95.92758
475740.00000,99.06923
476970.00000,99.98830
478180.00000,98.64862
479390.00000,95.14319
480600.00000,89.62804
481830.00000,82.21499
483040.00000,73.47479
484250.00000,63.68917
485460.00000,53.29445
486670.00000,42.75270
487890.00000,32.45214
489100.00000,23.01920
490310.00000,14.78715
491520.00000,8.12304
492760.00000,3.22979
494010.00000,0.51049
495220.00000,0.11681
496440.00000,1.96815
497650.00000,5.95173
498860.00000,11.89653
500080.00000,19.60678
501290.00000,28.61381
502500.00000,38.57262
503740.00000,49.30220
504950.00000,59.80793
506160.00000,69.87663
507370.00000,79.06078
508580.00000,86.95082
509800.00000,93.23999
511010.00000,97.54513
512230.00000,99.74255
513440.00000,99.69855
514650.00000,97.44202
515890.00000,92.93978
517120.00000,86.48984
518330.00000,78.50539
519540.00000,69.25157
520770.00000,58.96918
521980.00000,48.44886
523240.00000,37.57368
524480.00000,27.45402
525690.00000,18.59212
526900.00000,11.12846
528120.00000,5.35590
529340.00000,1.60360
530550.00000,0.04527
531760.00000,0.71087
532990.00000,3.63601
534210.00000,8.64473
535430.00000,15.52484
536640.00000,23.89089
537900.00000,33.83134
539110.00000,44.11880
540330.00000,54.75508
541570.00000,65.34217
542780.00000,74.98576
543990.00000,83.51637
545220.00000,90.65738
546470.00000,95.99692
547680.00000,99.08613
548900.00000,99.98828
550110.00000,98.64839
551340.00000,95.06735
552560.00000,89.46683
553780.00000,82.08011
555010.00000,73.16446
556230.00000,63.26757
557440.00000,52.85748
558660.00000,42.23349
559940.00000,31.47317
561160.00000,22.06898
562370.00000,13.98935
563590.00000,7.46688
564800.00000,2.89835
566030.00000,0.40438
567240.00000,0.17683
568450.00000,2.16728
569670.00000,6.32986
570900.00000,12.52639
572110.00000,20.30615
573350.00000,29.64633
574560.00000,39.68205
575770.00000,50.17714
576980.00000,60.66397
578190.00000,70.67641
579430.00000,79.97784
580640.00000,87.70696
581860.00000,93.79950
583130.00000,98.03281
584340.00000,99.87740
585560.00000,99.48907
586770.00000,96.89142
588010.00000,92.06499
589240.00000,85.33395
590450.00000,77.12482
591680.00000,67.54462
592890.00000,57.33031
594100.00000,46.78927
595310.00000,36.39118
596530.00000,26.52215
597740.00000,17.78237
598950.00000,10.47686
600180.00000,4.85533
601400.00000,1.33039
602610.00000,0.00982
603840.00000,0.94829
605050.00000,4.07378
606260.00000,9.24377
607470.00000,16.22845
608690.00000,24.79145
609900.00000,34.41287
611110.00000,44.72826
612320.00000,55.27835
613550.00000,65.75898
614790.00000,75.58984
616010.00000,84.09692
617220.00000,91.01128
618440.00000,96.13348
619650.00000,99.15176
620870.00000,99.97945
622080.00000,98.56617
623380.00000,94.64208
624590.00000,88.92337
625810.00000,81.40409
627060.00000,72.22919
628270.00000,62.33735
629480.00000,51.89588
630690.00000,41.37001
631900.00000,31.22906
633110.00000,21.92308
634320.00000,13.86713
635560.00000,7.28330
636780.00000,2.75301
637990.00000,0.37167
639210.00000,0.20750
640420.00000,2.27074
641650.00000,6.54493
642870.00000,12.75983
644090.00000,20.65952
645320.00000,29.96762
646550.00000,40.19721
647780.00000,50.87735
648990.00000,61.34742
650240.00000,71.62717
651450.00000,80.60474
